song,artist,weeks,peak,year,genre,gsId
If You Only Knew,Shinedown,7,42,2009,Rock,11059310
Haven't Met You Yet,Michael Buble,11,57,2009,Jazz,28940258
Someday,Rob Thomas,6,72,2009,Alternative rock,24192658
Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,6,16,2009,Soul,24714586
Shut It Down,Pitbull Featuring Akon,2,83,2009,Dance,29717971
I Gotta Feeling,The Black Eyed Peas,27,1,2009,Other,27897754
I Invented Sex,Trey Songz Featuring Drake,8,43,2009,Rhythm and blues (R&B),23208270
Down,Jay Sean Featuring Lil Wayne,24,1,2009,Hip hop/Rap,30106926
Breakeven,The Script,2,93,2009,Alternative rock,29334391
You Belong With Me,Taylor Swift,33,2,2009,Country,28893519
Empire State Of Mind,Jay-Z + Alicia Keys,14,1,2009,Other,29605933
Give It Up To Me,Shakira Featuring Lil Wayne,5,29,2009,Rhythm and blues (R&B),24538177
Run This Town,"Jay-Z, Rihanna & Kanye West",20,2,2009,Other,26320356
Fallin' For You,Colbie Caillat,18,15,2009,Pop,24561466
I Get It In,Omarion Featuring Gucci Mane,5,83,2009,Jazz,24261349
I Wanna Rock,Snoop Dogg,1,80,2009,Pop,396244
Cowboy Casanova,Carrie Underwood,13,11,2009,Country,29849121
Bad Romance,Lady Gaga,7,2,2009,Dance,29445173
TiK ToK,Ke$ha,10,2,2009,Other,24473852
You Can't Always Get What You Want,"Glee Cast Featuring Lea Michele, Cory Monteith, Kevin McHale & Amber Riley",1,71,2009,Other,26009122
Sexy Chick,David Guetta Featuring Akon,14,6,2009,Dance,23796522
In My Head,Jason Derulo,1,63,2009,Rhythm and blues (R&B),29682822
Telephone,Lady Gaga Featuring Beyonce,3,30,2009,Dance,29445202
That's How Country Boys Roll,Billy Currington,3,85,2009,Other,24412754
Need You Now,Lady Antebellum,18,5,2009,Country,33435540
Twang,George Strait,1,100,2009,Country,26854636
Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",13,8,2009,Pop,23145562
Replay,Iyaz,17,4,2009,Rhythm and blues (R&B),27041044
(If You're Wondering If I Want You To) I Want You To,Weezer,7,81,2009,Alternative rock,23409438
And I Am Telling You I'm Not Going,Glee Cast Featuring Amber Riley,1,94,2009,Other,24482879
Party In The U.S.A.,Miley Cyrus,18,2,2009,Dance,27700858
I Will Not Bow,Breaking Benjamin,15,40,2009,Alternative rock,23114864
I Am,Mary J. Blige,1,67,2009,Soul,23753205
Spotlight,Gucci Mane Featuring Usher,7,42,2009,Hip hop/Rap,23419662
I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,10,20,2009,Dance,25877246
1901,Phoenix,2,87,2009,Alternative rock,25175920
History In The Making,Darius Rucker,7,64,2009,Country,22954414
Break,Three Days Grace,14,82,2009,Alternative rock,29460568
Evacuate The Dancefloor,Cascada,18,25,2009,Rhythm and blues (R&B),23000880
Tie Me Down,New Boyz Feat. Ray J,5,33,2009,Other,26633374
My Life Would Suck Without You,"Glee Cast Featuring Lea Michele, Cory Monteith, Jenna Ushkowitz & Amber Riley",1,51,2009,Other,24482962
All The Right Moves,OneRepublic,10,53,2009,Rock,25080045
Who I Am,Nick Jonas & The Administration,1,73,2009,Funk,27700835
Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,16,18,2009,Other,7258990
Imma Star (Everywhere We Are),Jeremih,20,51,2009,Hip hop/Rap,27890566
Regret,LeToya Featuring Ludacris,8,78,2009,Dance,23898366
I'm Alive,Kenny Chesney With Dave Matthews,16,32,2009,Country,21225435
Wheels,Foo Fighters,10,72,2009,Heavy metal,30443177
Morning After Dark,Timbaland Featuring Nelly Furtado & SoShy,2,61,2009,Rock,23954999
Toes,Zac Brown Band,20,25,2009,Country,26790663
Happy,Leona Lewis,9,31,2009,Pop,23462514
Who Says,John Mayer,8,17,2009,Soul,25251368
All I Ask For Anymore,Trace Adkins,2,95,2009,Country,NULL
If We Ever Meet Again,Timbaland Featuring Katy Perry,1,98,2009,Dance,26032160
Funhouse,Pink,11,44,2009,Rock,21101393
Say Aah,Trey Songz Featruing Fabolous,1,40,2009,Other,NULL
Kings And Queens,30 Seconds To Mars,2,88,2009,Other,NULL
Whatcha Say,Jason DeRulo,17,1,2009,Rhythm and blues (R&B),25075266
Say Aah,Trey Songz,3,59,2009,Soul,24482205
Wild Horses,Susan Boyle,1,98,2009,Pop,30038958
Half Of My Heart,John Mayer Featuring Taylor Swift,2,25,2009,Soul,24191402
For Your Entertainment,Adam Lambert,2,61,2009,Other,23525954
Speechless,Lady Gaga Featuring Space Cowboy & Flo Rida,1,94,2009,Pop,24510698
I Dreamed A Dream,Susan Boyle,1,62,2009,Pop,23516643
Obsessed,Mariah Carey,21,7,2009,Hip hop/Rap,25122273
We Weren't Born To Follow,Bon Jovi,4,68,2009,Heavy metal,23199904
Doesn't Mean Anything,Alicia Keys,10,60,2009,Other,33107196
Imagine,"Glee Cast Featuring Amber Riley, Kevin McHale, Cory Monteith & Lea Michele",1,67,2009,Other,24482884
It's Your Life,Francesca Battistelli,1,95,2009,Pop,25083949
She Wolf,Shakira,20,11,2009,Alternative rock,28990322
4 My Town (Play Ball),Birdman Featuring Drake & Lil Wayne,1,90,2009,Other,26080095
True Colors,Glee Cast Featuring Jenna Ushkowitz,1,66,2009,Other,27841613
Defying Gravity,Glee Cast Featuring Chris Colfer & Lea Michele,3,31,2009,Other,26697052
I'll Stand By You,Glee Cast Featuring Cory Monteith,1,73,2009,Other,27841543
Don't Stand So Close To Me \/ Young Girl,Glee Cast Featuring Matthew Morrison,1,64,2009,Other,25481286
5 Star Chick,Yo Gotti,2,79,2009,Hip hop/Rap,24889039
Break Up,Mario Featuring Gucci Mane & Sean Garrett,23,14,2009,Pop,23606266
Lean On Me,Glee Cast Featuring Kevin McHale & Amber Riley,1,50,2009,Other,24482917
Endless Love,Glee Cast Featuring Matthew Morrison & Lea Michele,1,78,2009,Other,27841505
The Invitation,50 Cent,1,97,2009,Other,23606703
Down To Earth,Justin Bieber,1,79,2009,Dance,24447908
Hotel Room Service,Pitbull,23,8,2009,Hip hop/Rap,28918250
Bigger,Justin Bieber,1,94,2009,Rhythm and blues (R&B),24477487
Welcome To The Future,Brad Paisley,16,42,2009,Rock,24440076
Only You Can Love Me This Way,Keith Urban,19,34,2009,Country,NULL
First Dance,Justin Bieber Featuring Usher,1,99,2009,Dance,25278082
Heartbreak Warfare,John Mayer,1,100,2009,Soul,29496095
Love Drunk,Boys Like Girls,20,22,2009,Rock,23506424
God In Me,"Mary Mary Featuring Kierra ""KiKi"" Sheard",20,68,2009,Rhythm and blues (R&B),23017996
Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,25,7,2009,Rock,22739287
Favorite Girl,Justin Bieber,2,26,2009,Rhythm and blues (R&B),24216597
Good Life,OneRepublic,1,69,2009,Alternative rock,23486265
Successful,Drake Featuring Trey Songz & Lil Wayne,11,17,2009,Hip hop/Rap,23393254
Undertow,Timbaland Featuring The Fray & Esthero,1,100,2009,Pop,25174718
Whatever You Like,Anya Marina,1,88,2009,Other,23456436
Jump Then Fall,Taylor Swift,3,10,2009,Country,23345228
American Ride,Toby Keith,16,35,2009,Country,23036745
Love Me,Justin Bieber,3,37,2009,Pop,24919330
Runaway,Love And Theft,11,65,2009,Country,22964177
Number One,R. Kelly Featuring Keri Hilson,11,59,2009,Pop,25829709
Face Drop,Sean Kingston,9,61,2009,Rhythm and blues (R&B),28094910
21 Guns,Green Day,20,22,2009,Alternative rock,30219608
Starstrukk,3OH!3 Featuring Katy Perry,11,66,2009,Other,32772362
Throw It In The Bag,Fabolous Featuring The-Dream,23,14,2009,Hip hop/Rap,22400197
Untouchable,Taylor Swift,2,19,2009,Pop,23345198
Forever & Always,Taylor Swift,2,34,2009,Pop,21154521
The Other Side Of The Door,Taylor Swift,2,23,2009,Pop,23345277
Ain't No Rest For The Wicked,Cage The Elephant,11,83,2009,Alternative rock,24813363
Tie Me Down,New Boyz Featuring Ray J,4,58,2009,Hip hop/Rap,26633374
Shots,LMFAO Featuring Lil Jon,2,97,2009,Other,23431334
Undo It,Carrie Underwood,1,87,2009,Country,29712617
Superstar,Taylor Swift,1,26,2009,Country,23345130
Good Morning,Chamillionaire,3,40,2009,Hip hop/Rap,23287504
Come In With The Rain,Taylor Swift,1,30,2009,Country,23368985
You're A Jerk,New Boyz,20,24,2009,Hip hop/Rap,23664906
La La La,LMFAO,7,55,2009,Other,23008843
Be On You,Flo Rida Featuring Ne-Yo,16,19,2009,Hip hop/Rap,22345642
I Get It In,Omarion Featuring Gucci MAne,1,99,2009,Jazz,24261349
Under,Pleasure P,10,78,2009,Rhythm and blues (R&B),23909277
Time For Miracles,Adam Lambert,1,50,2009,Other,23555635
I Want To Know What Love Is,Mariah Carey,6,60,2009,Dance,20112858
Honky Tonk Stomp,Brooks & Dunn Featuring Billy Gibbons,3,96,2009,Other,31759354
Big Green Tractor,Jason Aldean,20,18,2009,Country,28499000
Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,31,3,2009,Pop,23601498
Take Your Shirt Off,T-Pain,1,80,2009,Dance,29964729
Bust A Move,Glee Cast Featuring Matthew Morrison,1,93,2009,Other,27841460
Never Say Never,The Fray,20,32,2009,Pop,29660360
Vanilla Twilight,Owl City,1,95,2009,Pop,23013472
Sweet Caroline,Glee Cast Featuring Mark Salling,1,34,2009,Other,27841581
I Know You Want Me (Calle Ocho),Pitbull,35,2,2009,Hip hop/Rap,22927473
Boom Boom Pow,The Black Eyed Peas,33,1,2009,Other,25706865
Temporary Home,Carrie Underwood,1,92,2009,Country,23467664
LOL :-),Trey Songz Featuring Gucci Mane & Soulja Boy Tell'em,8,51,2009,Soul,23035710
Notion,Kings Of Leon,1,99,2009,Heavy metal,24724783
Hell Of A Life,T.I.,2,54,2009,Hip hop/Rap,24812160
Keep Holding On,Glee Cast,1,56,2009,Other,25481231
Halo \/ Walking On Sunshine,Glee Cast,2,40,2009,Other,24941730
Nobody,Wonder Girls,1,76,2009,Pop,22722136
No Surprise,Daughtry,24,15,2009,Alternative rock,25646748
Best I Ever Had,Drake,24,2,2009,Hip hop/Rap,23375780
Mama's Song,Carrie Underwood,1,77,2009,Country,23468479
Chances,Five For Fighting,1,83,2009,Rock,24557264
It's My Life \/ Confessions Part II,Glee Cast,2,30,2009,Other,24942365
Small Town USA,Justin Moore,20,44,2009,Country,23265327
No Air,Glee Cast,1,65,2009,Other,23611987
Love Your Love The Most,Eric Church,16,63,2009,Country,1160313
Check My Brain,Alice In Chains,4,92,2009,Other,23180116
Sounds Like Life To Me,Darryl Worley,11,84,2009,Country,29836674
The Fixer,Pearl Jam,7,56,2009,Alternative rock,23013583
Please Don't Leave Me,Pink,26,17,2009,Alternative rock,21101393
Somebody To Love,Glee Cast,3,28,2009,Other,29513838
Young Forever,Jay-Z + Mr. Hudson,5,41,2009,Other,23171142
Rain,Creed,1,91,2009,Heavy metal,23331008
Ice Cream Paint Job,Dorrough,20,27,2009,Other,22714218
I'm In Miami Trick,LMFAO,20,51,2009,Other,24776568
Don't Stop Believin',Glee Cast,6,4,2009,Other,23731732
Battlefield,Jordin Sparks,22,10,2009,Dance,24773825
Living For The Night,George Strait,17,53,2009,Country,8291964
New Divide,Linkin Park,20,6,2009,Alternative rock,24086973
Falling Down,Selena Gomez & The Scene,6,82,2009,Pop,23224822
Boots On,Randy Houser,19,53,2009,Country,33289277
Maybe This Time,Glee Cast,1,88,2009,Other,23611953
Her Diamonds,Rob Thomas,20,23,2009,Rock,26040233
I'll Just Hold On,Blake Shelton,14,76,2009,Country,2373051
Pretty Wings,Maxwell,23,33,2009,Jazz,25517816
Trust,Keyshia Cole Duet With Monica,15,70,2009,Rhythm and blues (R&B),24210957
Careful,Paramore,1,78,2009,Rock,32332132
Waking Up In Vegas,Katy Perry,23,9,2009,Pop,20999904
Alone,Glee Cast,1,51,2009,Other,30190879
Pursuit Of Happiness (Nightmare),Kid Cudi Featuring MGMT & Ratatat,2,59,2009,Hip hop/Rap,23284675
Taking Chances,Glee Cast,1,71,2009,Other,23514740
I Wanna,The All-American Rejects,2,92,2009,Rock,21428504
I'm Yours,Jason Mraz,41,7,2009,Rock,21930175
Alright,Darius Rucker,20,30,2009,Rock,13241022
Fire Burning,Sean Kingston,21,5,2009,Rhythm and blues (R&B),26304611
Summer Nights,Rascal Flatts,18,37,2009,Country,22474974
Ego,Beyonce,17,39,2009,Soul,25317650
The One,Mary J. Blige Featuring Drake,10,63,2009,Rhythm and blues (R&B),31372205
Closer To Love,Mat Kearney,7,91,2009,Hip hop/Rap,28821777
Come Back To Me,David Cook,19,63,2009,Alternative rock,24528300
Last Chance,Ginuwine,16,63,2009,Dance,24001762
Make Her Say,Kid Cudi Featuring Kanye West & Common,15,43,2009,Alternative rock,25446530
I Look To You,Whitney Houston,6,70,2009,Soul,24757592
Every Girl,Young Money,20,10,2009,Other,24165996
Poker Face,Lady Gaga,16,5,2009,Pop,27014782
She Is Love,Parachute,7,66,2009,Rock,22815576
LoveGame,Lady Gaga,15,5,2009,Pop,25216475
People Are Crazy,Billy Currington,20,27,2009,Other,21107887
Send It On,Disney's Friends For Change,5,20,2009,Other,29311065
Shake My,Three 6 Mafia Featuring Kalenna,3,75,2009,Hip hop/Rap,25131317
The Climb,Miley Cyrus,28,4,2009,Pop,23038864
Take A Bow,Glee Cast,1,46,2009,Other,29797131
Wetter (Calling You Daddy),Twista Featuring Erika Shevon,6,45,2009,Hip hop/Rap,24823607
It's A Business Doing Pleasure With You,Tim McGraw,7,59,2009,Country,23288786
Barefoot And Crazy,Jack Ingram,12,64,2009,Country,23109200
Joey,Sugarland,3,89,2009,Country,24743789
Wild At Heart,Gloriana,15,53,2009,Country,28451451
I Need A Girl,Trey Songz,16,59,2009,Hip hop/Rap,23480401
Wasted,Gucci Mane Featuring Plies,1,95,2009,Hip hop/Rap,23570842
Sexy Bitch,David Guetta Featuring Akon,5,56,2009,Hip hop/Rap,23796522
Second Chance,Shinedown,38,7,2009,Rock,23019126
Million Dollar Bill,Whitney Houston,1,100,2009,Rhythm and blues (R&B),32262389
Successful,Drake Featuring Lil Wayne,2,54,2009,Pop,23393254
Overcome,Creed,1,73,2009,Rock,23098692
Magic,Selena Gomez,4,61,2009,Alternative rock,29145715
So Fine,Sean Paul,9,50,2009,Hip hop/Rap,15211960
Radar,Britney Spears,3,88,2009,Pop,24538982
Chillin,Wale Featuring Lady Gaga,1,99,2009,Hip hop/Rap,23606657
Not Meant To Be,Theory Of A Deadman,21,55,2009,Other,25556326
Out Last Night,Kenny Chesney,20,16,2009,Country,25287822
Awake And Alive,Skillet,1,100,2009,Heavy metal,23125340
Hush Hush,The Pussycat Dolls Featuring Nicole Scherzinger,9,73,2009,Other,25303083
Sound Of Madness,Shinedown,9,85,2009,Alternative rock,13762291
Halo,Beyonce,31,5,2009,Soul,22995852
When Love Takes Over,David Guetta Featuring Kelly Rowland,9,76,2009,Dance,23198407
Don't Trust Me,3OH!3,36,7,2009,Other,24437118
Birthday Sex,Jeremih,20,4,2009,Pop,24709663
Wanted,Jessie James,12,40,2009,Country,23163375
Here We Go Again,Demi Lovato,9,15,2009,Rock,23000953
Jump,Flo Rida Featuring Nelly Furtado,6,54,2009,Pop,22402736
Best Days Of Your Life,Kellie Pickler,20,46,2009,Other,25287815
Starstrukk,3OH!3,1,95,2009,Other,32772362
Show Me What I'm Looking For,Carolina Liar,18,67,2009,Rock,25075273
You Found Me,The Fray,35,7,2009,Rock,22755572
Successful,Drake Featuring Trey Songz,5,62,2009,Rhythm and blues (R&B),23393254
Say Hey (I Love You),Michael Franti & Spearhead,4,51,2009,Other,7258990
I Do Not Hook Up,Kelly Clarkson,18,20,2009,Rock,28191266
Hot Mess,Cobra Starship,1,64,2009,Rock,22739287
If Today Was Your Last Day,Nickelback,20,19,2009,Heavy metal,25075384
Sideways,Dierks Bentley,20,35,2009,Country,21812570
Love Story,Taylor Swift,35,4,2009,Pop,23182623
Daylight,Matt & Kim,2,95,2009,Other,21999515
Celebration,Madonna,1,71,2009,Dance,29467248
He Could Be The One,Hannah Montana,5,10,2009,Other,23013683
Remember Me,T.I. Featuring Mary J. Blige,2,29,2009,Hip hop/Rap,30121
I Run To You,Lady Antebellum,21,27,2009,Country,NULL
Falling For You,Colbie Caillat,6,12,2009,Pop,28834673
Digital Girl,"Jamie Foxx Featuring Drake, Kanye West & The-Dream",1,92,2009,Other,21502494
D.O.A. (Death Of Auto-Tune),Jay-Z,7,24,2009,Hip hop/Rap,23163250
That's Not My Name,The Ting Tings,25,39,2009,Alternative rock,21143181
Goodbye,Kristinia DeBarge,3,59,2009,Pop,22565494
Sooner Or Later,Michelle Branch,1,93,2009,Alternative rock,26043625
Wetter (Calling You Daddy),Twista,9,44,2009,Hip hop/Rap,24823607
I Just Call You Mine,Martina McBride,1,97,2009,Country,26247267
Always Strapped,Birdman Featuring Lil Wayne,17,54,2009,Other,28089641
Then,Brad Paisley,20,28,2009,Rock,27977121
Know Your Enemy,Green Day,15,28,2009,Alternative rock,21864797
Kiss A Girl,Keith Urban,20,16,2009,Country,NULL
Right Round,Flo Rida,25,1,2009,Pop,29132993
Catch Me,Demi Lovato,1,89,2009,Rock,23000953
Beautiful,Eminem,6,17,2009,Hip hop/Rap,21866589
Strange,Reba,9,76,2009,Country,23327627
Too Many Rappers,Beastie Boys Featuring Nas,1,93,2009,Other,30339213
Whatever It Is,Zac Brown Band,20,26,2009,Country,25514387
Walkin' On The Moon,The-Dream Featuring Kanye West,9,87,2009,Rhythm and blues (R&B),22162251
Boyfriend #2,Pleasure P,18,42,2009,Rhythm and blues (R&B),22313200
Sugar,Flo Rida Featuring Wynter,18,5,2009,Hip hop/Rap,22345644
You Don't Belong,Daughtry,1,95,2009,Alternative rock,24567677
Goodbye,Kristinia Debarge,13,15,2009,Pop,22565494
If It Kills Me,Jason Mraz,1,92,2009,Alternative rock,25643509
Gives You Hell,The All-American Rejects,31,4,2009,Rock,21438005
Day 'N' Nite,Kid Cudi,27,3,2009,Alternative rock,10872975
It Happens,Sugarland,20,33,2009,Country,24639902
Come Home,OneRepublic With Sara Bareilles,1,80,2009,Rock,7429407
Turn My Swag On,Soulja Boy Tell'em,20,19,2009,Pop,21201328
Blame It,Jamie Foxx Featuring T-Pain,27,2,2009,Other,28893522
Swag Surfin',F.L.Y. (Fast Life Yungstaz),4,71,2009,Other,28638763
I Wanna Know You,Hannah Montana Featuring David Archuleta,1,74,2009,Other,27707669
Ignorance,Paramore,1,67,2009,Rock,23437187
All The Above,Maino Featuring T-Pain,20,39,2009,Hip hop/Rap,27600862
Shining Down,Lupe Fiasco Featuring Matthew Santos,1,93,2009,Alternative rock,26125313
Just Dance,Lady Gaga Featuring Colby O'Donis,6,29,2009,Pop,24469603
Ice Cream Freeze (Let's Chill),Hannah Montana,1,87,2009,Other,29145733
Paranoid,Jonas Brothers,7,37,2009,Pop,22735456
It's America,Rodney Atkins,20,44,2009,Country,28997516
One And The Same,Selena Gomez & Demi Lovato,1,82,2009,Other,27613190
Halle Berry (She's Fine),Hurricane Chris Featuring SupaSTAAR,3,60,2009,Hip hop/Rap,24537837
Careless Whisper,Seether,18,63,2009,Alternative rock,29971480
Lost You Anyway,Toby Keith,10,69,2009,Country,21148042
One In Every Crowd,Montgomery Gentry,17,53,2009,Other,29887545
Sissy's Song,Alan Jackson,13,61,2009,Other,27902443
Echo,Gorilla Zoe,9,57,2009,Hip hop/Rap,23326248
Take Me On The Floor,The Veronicas,2,81,2009,Dance,31521184
If U Seek Amy,Britney Spears,19,19,2009,Dance,25360080
My Life Would Suck Without You,Kelly Clarkson,24,1,2009,Rhythm and blues (R&B),26209219
Funny The Way It Is,Dave Matthews Band,8,37,2009,Funk,32273192
Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,19,3,2009,Dance,27407076
I'm On A Boat,The Lonely Island Featuring T-Pain,20,56,2009,Other,22049174
Imma Be,The Black Eyed Peas,2,50,2009,Other,22839998
How Do You Sleep?,Jesse McCartney Featuring Ludacris,20,26,2009,Pop,24819684
We Made You,Eminem,10,9,2009,Hip hop/Rap,5122354
Fly With Me,Jonas Brothers,1,83,2009,Pop,22955834
Damned If I Do Ya (Damned If I Don't),All Time Low,1,67,2009,Other,22991667
Beggin',Madcon,10,79,2009,Hip hop/Rap,23809053
Swag Surfin',Fast Life Yungstaz (F.L.Y.),7,62,2009,Other,28638763
Where I'm From,Jason Michael Carroll,11,64,2009,Country,NULL
Dead And Gone,T.I. Featuring Justin Timberlake,27,2,2009,Hip hop/Rap,26898461
I Told You So,Carrie Underwood Featuring Randy Travis,14,9,2009,Country,23251244
Here Comes Goodbye,Rascal Flatts,16,11,2009,Pop,24639910
sobeautiful,Musiq Soulchild,11,84,2009,Soul,21473352
Hey,Mitchel Musso,2,70,2009,Rhythm and blues (R&B),23686099
On The Ocean,K'Jon,2,96,2009,Other,22464480
Halle Berry (She's Fine),Hurricane Chris Featuring Superstarr,7,52,2009,Hip hop/Rap,24537837
Welcome To The World,Kevin Rudolf Featuring Rick Ross,9,58,2009,Hip hop/Rap,21322018
Ain't I,Yung L.A. Featuring Young Dro & T.I.,19,47,2009,Hip hop/Rap,27045385
Hoedown Throwdown,Miley Cyrus,13,18,2009,Pop,22957488
I Love College,Asher Roth,17,12,2009,Other,24597957
Mad World,Adam Lambert,3,19,2009,Other,29987501
No Boundaries,Kris Allen,3,11,2009,Rhythm and blues (R&B),31041902
Heartless,Kris Allen,3,16,2009,Alternative rock,24477181
"1, 2, 3, 4",Plain White T's,20,34,2009,Alternative rock,20993955
Just Dance,Lady GaGa Featuring Colby O'Donis,24,1,2009,Pop,24469603
Poker Face,Lady GaGa,24,1,2009,Pop,27014782
If This Isn't Love,Jennifer Hudson,13,63,2009,Soul,28415317
Ain't No Sunshine,Kris Allen,2,37,2009,Alternative rock,22812001
Never Ever,Ciara Featuring Young Jeezy,15,66,2009,Hip hop/Rap,23618834
Amazing,Kanye West Featuring Young Jeezy,4,81,2009,Rhythm and blues (R&B),21289130
Love Sex Magic,Ciara Featuring Justin Timberlake,12,10,2009,Dance,32843903
